name	type	units
E1	EEG	microV
E2	EEG	microV
E3	EEG	microV
E4	EEG	microV
E5	EEG	microV
E6	EEG	microV
E7	EEG	microV
E8	EEG	microV
E9	EEG	microV
E10	EEG	microV
E11	EEG	microV
E12	EEG	microV
E13	EEG	microV
E14	EEG	microV
E15	EEG	microV
E16	EEG	microV
E17	EEG	microV
E18	EEG	microV
E19	EEG	microV
E20	EEG	microV
E21	EEG	microV
E22	EEG	microV
E23	EEG	microV
E24	EEG	microV
E25	EEG	microV
E26	EEG	microV
E27	EEG	microV
E28	EEG	microV
E29	EEG	microV
E30	EEG	microV
E31	EEG	microV
E32	EEG	microV
